num_training_examples_observed,loss
0,1.0466663837432861
200,49.5609130859375
400,13.59090518951416
600,9.92432975769043
800,0.6719991564750671
1000,14.947543144226074
1200,62.43806838989258
1400,30.27410125732422
1600,10.49724006652832
1800,29.137300491333008
2000,29.238603591918945
2200,18.242996215820312
2400,15.666022300720215
2600,18.311368942260742
2800,0.08605378866195679
3000,0.3241890072822571
3200,3.5583834687713534e-06
3400,2.4390344619750977
3600,0.20364384353160858
3800,0.19718195497989655
4000,3.632073163986206
4200,0.45468267798423767
4400,96.46163177490234
4600,3.576836109161377
2400,0.09848875552415848
2600,0.8032602071762085
2800,0.6674288511276245
3000,7.339552402496338
3200,2.697129249572754
3400,0.4630374610424042
3600,0.10709661990404129
3800,0.005076692905277014
4000,24.170846939086914
4200,9.720681190490723
4400,1.4912059307098389
4600,0.02769751474261284
4800,0.018645627424120903
5000,25.84344482421875
5200,0.19678407907485962
5400,0.038677047938108444
5600,0.93496173620224
5800,0.06830913573503494
6000,0.21030612289905548
6200,0.7162109613418579
6400,0.125802680850029
6600,0.05836090072989464
6800,41.19227981567383
7000,1.1303232908248901
4800,0.0033311243169009686
5000,0.41560494899749756
5200,0.14429646730422974
5400,10.29160213470459
5600,0.43399497866630554
5800,0.10797352343797684
6000,0.7286075353622437
6200,0.0987992137670517
6400,0.0011928919702768326
6600,7.270236968994141
6800,1.2373405694961548
7000,0.05300864204764366
7200,0.16691954433918
7400,4.213530540466309
7600,0.0900024026632309
7800,1.0493254661560059
8000,0.38948142528533936
8200,0.2631988525390625
8400,0.025522494688630104
8600,0.6889853477478027
8800,2.2590956687927246
9000,0.14690440893173218
9200,11.967449188232422
9400,0.21322277188301086
7200,0.1862238049507141
7400,0.2041175216436386
7600,0.9405767917633057
7800,2.6930837631225586
8000,0.00599817605689168
8200,0.3602568507194519
8400,0.5072069764137268
8600,2.088487148284912
8800,3.406067371368408
9000,0.34401601552963257
9200,1.0954800844192505
9400,2.5654239654541016
9600,1.971840739250183
9800,6.832728385925293
10000,0.3646548390388489
10200,0.035745926201343536
10400,5.111446857452393
10600,8.950009942054749e-07
10800,0.04000106826424599
11000,1.3125027418136597
11200,1.3439629077911377
11400,0.12737572193145752
11600,7.774890899658203
11800,0.2807268798351288
9600,0.3244990110397339
9800,1.3445820808410645
10000,0.004903161898255348
10200,1.069758415222168
10400,0.7599844336509705
10600,0.2346487045288086
10800,2.5864877700805664
11000,0.1709679216146469
11200,1.0881080627441406
11400,1.3441563844680786
11600,0.08850321173667908
11800,0.0013735690154135227
12000,0.28157034516334534
12200,3.0439696311950684
12400,0.6834048628807068
12600,0.21036560833454132
12800,0.017162134870886803
13000,0.07513567805290222
13200,0.5687816739082336
13400,0.02654976211488247
13600,1.9937512874603271
13800,0.026834717020392418
14000,4.244422912597656
14200,0.01577245071530342
12000,0.43017932772636414
12200,0.16519717872142792
12400,1.6400965452194214
12600,0.5780200958251953
12800,0.11590639501810074
13000,0.02462102845311165
13200,4.4084014892578125
13400,0.06986122578382492
13600,0.1364394724369049
13800,1.6313000917434692
14000,0.015025284141302109
14200,0.08877919614315033
14400,0.3826988637447357
14600,3.0605242252349854
14800,0.004273310303688049
15000,0.09709082543849945
15200,0.061906322836875916
15400,0.01919710636138916
15600,0.1194460391998291
15800,0.42159247398376465
16000,0.0043754056096076965
16200,0.23002572357654572
16400,18.204360961914062
16600,0.03807380422949791
14400,0.09570097178220749
14600,0.28881439566612244
14800,0.08429977297782898
15000,0.015389383770525455
15200,1.269185185432434
15400,0.10618537664413452
15600,0.05395156890153885
15800,0.16389890015125275
16000,0.5756334662437439
16200,7.350118160247803
16400,0.5137376189231873
16600,0.501993715763092
16800,0.31013020873069763
17000,0.01754707284271717
17200,0.7400850057601929
17400,0.0024659938644617796
17600,0.5003517866134644
17800,0.00034768227487802505
18000,0.20621515810489655
18200,0.019823700189590454
18400,0.11107338964939117
18600,0.36623507738113403
18800,2.575943946838379
19000,0.4263390898704529
16800,0.035743582993745804
17000,0.17713461816310883
17200,9.226385736837983e-05
17400,0.7637102603912354
17600,0.22431358695030212
17800,0.21289615333080292
18000,0.799206018447876
18200,0.00028089332045055926
18400,0.0005995907122269273
18600,0.017835775390267372
18800,0.01451992616057396
19000,0.032834142446517944
19200,0.17197571694850922
19400,5.687980651855469
19600,0.04273803532123566
19800,0.1649635285139084
20000,0.03996521607041359
20200,0.5891059041023254
20400,0.47819557785987854
20600,0.001740352250635624
20800,0.039076440036296844
21000,0.005038830451667309
21200,0.6348881721496582
21400,1.1979210376739502
19200,0.03120877780020237
19400,0.3372456133365631
19600,0.005309239961206913
19800,0.013230212032794952
20000,1.2290101051330566
20200,0.1841006577014923
20400,0.17128440737724304
20600,0.03302311897277832
20800,0.4884375333786011
21000,2.6978530883789062
21200,0.010960111394524574
21400,4.10713255405426e-05
21600,0.22202493250370026
21800,0.07659720629453659
22000,0.10360941290855408
22200,0.07581478357315063
22400,0.17040055990219116
22600,0.3726594150066376
22800,0.007161431945860386
23000,0.0012640142813324928
23200,0.22552934288978577
23400,0.2879968583583832
23600,1.9735606908798218
23800,0.012310006655752659
21600,0.2782860994338989
21800,0.15357893705368042
22000,0.38469910621643066
22200,1.4908530712127686
22400,1.5187931060791016
22600,0.0019800690934062004
22800,0.030209088698029518
23000,0.05499066412448883
23200,0.06498907506465912
23400,0.3984938859939575
23600,0.015480377711355686
23800,0.00015638831246178597
24000,0.29661670327186584
24200,0.005449127871543169
24400,2.583786725997925
24600,0.0001004246441880241
24800,0.3179616928100586
25000,0.2247908115386963
25200,0.06837595254182816
25400,0.1622951626777649
25600,0.015741564333438873
25800,0.0005550224450416863
26000,1.687682867050171
26200,0.022301912307739258
24000,0.12054869532585144
24200,0.0013123428216204047
24400,0.06158498674631119
24600,0.4092757999897003
24800,0.517874538898468
25000,0.025289012119174004
25200,0.05378539487719536
25400,0.030608046799898148
25600,0.12355595827102661
25800,0.3785508871078491
26000,0.005400520749390125
26200,0.00974348746240139
26400,0.05286075174808502
26600,2.5206940174102783
26800,0.11834246665239334
27000,0.004916326142847538
27200,1.7331664562225342
27400,0.207594633102417
27600,0.13155508041381836
27800,1.4902092218399048
28000,0.0028623708058148623
28200,0.39533552527427673
28400,0.11064155399799347
28600,0.007844834588468075
26400,0.23363889753818512
26600,0.07900717854499817
26800,2.6229567527770996
27000,0.7397978901863098
27200,0.39190396666526794
27400,0.01112104207277298
27600,0.061432577669620514
27800,0.04047856479883194
28000,0.5630666017532349
28200,0.7187442779541016
28400,0.9912796020507812
28600,8.043136040214449e-05
28800,0.09473338723182678
29000,0.08919568359851837
29200,0.0345771498978138
29400,0.006829161662608385
29600,0.0358029268682003
29800,0.009869659319519997
30000,0.01398393977433443
30200,0.17859381437301636
30400,0.13851013779640198
30600,0.2314462810754776
30800,0.15586267411708832
31000,0.16921059787273407
28800,0.33769479393959045
29000,0.025983456522226334
29200,0.026008058339357376
29400,0.5438994765281677
29600,0.4202040731906891
29800,0.28489065170288086
30000,0.14957191050052643
30200,0.06562809646129608
30400,0.023983249440789223
30600,0.054188959300518036
30800,0.9232982397079468
31000,0.14802110195159912
31200,0.5505924820899963
31400,0.3589552342891693
31600,0.08596932888031006
31800,0.09702427685260773
32000,0.015425370074808598
32200,0.1997702270746231
32400,0.0283662062138319
32600,0.11884692311286926
32800,0.2294209897518158
33000,0.06338351964950562
33200,2.6274688243865967
33400,0.0669536367058754
31200,0.536247968673706
31400,0.09532900899648666
31600,0.27158600091934204
31800,0.11637180298566818
32000,0.27255502343177795
32200,0.2429371476173401
32400,2.7944868179474724e-06
32600,1.2158279418945312
32800,0.5132865905761719
33000,0.8689407706260681
33200,0.0021623577922582626
33400,0.6362141370773315
33600,0.0251694954931736
33800,4.986135005950928
34000,0.0003416272811591625
34200,0.0288689061999321
34400,1.6080213785171509
34600,0.10848618298768997
34800,0.05263777822256088
35000,0.061836108565330505
35200,0.0014546094462275505
35400,0.14524979889392853
35600,0.06583837419748306
35800,0.002599212806671858
33600,0.08464881777763367
33800,0.010234513320028782
34000,0.34165510535240173
34200,0.8956543207168579
34400,0.03748970851302147
34600,0.017078779637813568
34800,0.038380999118089676
35000,0.028359781950712204
35200,0.0008708694949746132
35400,0.14594018459320068
35600,0.36392727494239807
35800,0.11280787736177444
36000,0.09169776737689972
36200,2.513540267944336
36400,0.08738101273775101
36600,0.08016674220561981
36800,0.03352132812142372
37000,0.03748084604740143
37200,7.166135219449643e-06
37400,0.016372837126255035
37600,0.7697996497154236
37800,0.006863714195787907
38000,0.511650800704956
38200,0.43781691789627075
36000,0.0006519746966660023
36200,0.01280672661960125
36400,0.0010270276106894016
36600,0.7507146596908569
36800,0.5799626708030701
37000,0.1913011223077774
37200,0.30593132972717285
37400,0.33047235012054443
37600,0.014137281104922295
37800,0.9158093333244324
38000,0.03778425231575966
38200,0.13575342297554016
38400,0.25952810049057007
38600,0.27310097217559814
38800,0.14283877611160278
39000,0.02058221772313118
39200,0.014882075600326061
39400,0.0026215286925435066
39600,0.016734061762690544
39800,0.06518322229385376
40000,0.43879303336143494
40200,0.15350662171840668
40400,0.11193320900201797
40600,0.07468646764755249
38400,0.26427632570266724
38600,0.2127518504858017
38800,0.026745295152068138
39000,0.04249902442097664
39200,0.2353440225124359
39400,0.022686811164021492
39600,0.04060407355427742
39800,0.01687350869178772
40000,0.36192333698272705
40200,0.24248234927654266
40400,0.00035886705154553056
40600,0.5040959715843201
40800,0.004119243007153273
41000,0.09628305584192276
41200,0.0238569937646389
41400,0.12844225764274597
41600,0.03490279242396355
41800,0.18849676847457886
42000,0.008255952969193459
42200,0.0023659667931497097
42400,0.07098692655563354
42600,9.746029536472633e-05
42800,0.37973707914352417
43000,0.08599980920553207
40800,0.3888852894306183
41000,0.3610219955444336
41200,0.05382770299911499
41400,0.4806758165359497
41600,0.19687800109386444
41800,0.006869334727525711
42000,0.27015790343284607
42200,0.4456218481063843
42400,0.3580849766731262
42600,1.14517080783844
42800,0.6479517817497253
43000,0.005031539127230644
43200,0.3366079330444336
43400,0.08897821605205536
43600,0.2987479567527771
43800,0.0007945493562147021
44000,0.028396088629961014
44200,0.093153215944767
44400,0.2602996826171875
44600,0.04542642831802368
44800,0.27108725905418396
45000,0.033212073147296906
45200,0.14928744733333588
45400,0.1188364028930664
43200,0.12010713666677475
43400,0.03421562910079956
43600,0.007713366765528917
43800,0.03886952996253967
44000,0.14459511637687683
44200,0.0025243971031159163
44400,0.04785969853401184
44600,0.004774203523993492
44800,0.04382127895951271
45000,2.0186121463775635
45200,0.06924954056739807
45400,0.10144015401601791
45600,0.024563003331422806
45800,0.5973649621009827
46000,1.1160417670907918e-05
46200,0.014111439697444439
46400,0.6575661301612854
46600,0.3006284832954407
46800,0.08493172377347946
47000,0.003982675727456808
47200,0.12440216541290283
47400,0.10625507682561874
47600,0.18876516819000244
47800,0.18977315723896027
45600,0.24111922085285187
45800,0.07203354686498642
46000,0.9533129930496216
46200,0.11743087321519852
46400,0.01893742009997368
46600,0.6431321501731873
46800,1.8681164874578826e-05
47000,0.008351895026862621
47200,0.018813209608197212
47400,2.074869394302368
47600,0.27489808201789856
47800,0.5575527548789978
48000,0.05022171512246132
48200,0.008508807048201561
48400,0.0719025507569313
48600,7.941730473248754e-06
48800,0.10097898542881012
49000,0.39181801676750183
49200,0.25632035732269287
49400,0.017911763861775398
49600,0.6828972101211548
49800,0.31915393471717834
50000,0.11260680854320526
50200,0.11527980864048004
