num_training_examples_observed,loss
0,3.0979456901550293
200,2.9390974044799805
400,2.9550743103027344
600,2.8667476177215576
800,3.054211139678955
1000,2.904637098312378
1200,2.8981409072875977
1400,2.943392515182495
1600,2.7878711223602295
1800,2.8135993480682373
2000,3.0570664405822754
2200,2.7691171169281006
2400,2.7220895290374756
2600,3.029723644256592
2800,2.6580793857574463
3000,2.9306299686431885
3200,2.927719831466675
3400,2.822329521179199
3600,3.0243756771087646
3800,3.1316990852355957
4000,2.944841146469116
4200,2.746896505355835
4400,2.9700021743774414
4600,3.145453929901123
4800,2.751030206680298
5000,2.5933918952941895
5200,2.6952505111694336
5400,3.017381429672241
5600,2.531989812850952
5800,2.6936936378479004
6000,2.7163426876068115
6200,2.4603912830352783
6400,3.1300745010375977
6600,2.7087109088897705
6800,2.72951078414917
7000,2.4473962783813477
7200,3.1096391677856445
7400,2.6904358863830566
7600,3.558849811553955
7800,3.1740832328796387
8000,2.698786973953247
8200,3.159173011779785
8400,2.3730385303497314
8600,2.6993870735168457
8800,3.395012378692627
9000,2.743746757507324
9200,3.256901264190674
9400,3.2037477493286133
9600,2.3156673908233643
9800,3.289236545562744
10000,2.353238344192505
10200,2.632190465927124
10400,3.0612971782684326
10600,2.497069835662842
10800,3.4012176990509033
11000,3.37096905708313
11200,2.954897165298462
11400,3.2853024005889893
11600,2.399690866470337
11800,2.3331711292266846
12000,3.27999210357666
12200,3.3482019901275635
12400,2.3967812061309814
12600,2.678218364715576
12800,2.8250441551208496
13000,3.349860668182373
13200,2.805014133453369
13400,3.7152132987976074
13600,3.1223433017730713
13800,2.479146957397461
14000,3.368741035461426
14200,3.7264504432678223
14400,3.2991716861724854
14600,2.602409601211548
14800,2.4757912158966064
15000,3.695087194442749
15200,2.58237624168396
15400,2.3130409717559814
15600,2.7837729454040527
15800,2.7823586463928223
16000,3.315396308898926
16200,3.1064796447753906
16400,3.1451616287231445
16600,2.8158211708068848
16800,2.3559393882751465
17000,2.229644298553467
17200,3.0216050148010254
17400,2.617734909057617
17600,2.5937232971191406
17800,3.342400074005127
18000,2.6115782260894775
18200,2.669570207595825
18400,2.863807201385498
18600,2.9562149047851562
18800,2.6176064014434814
19000,3.0926711559295654
19200,2.490226984024048
19400,3.8462722301483154
19600,2.387233257293701
19800,2.975921630859375
20000,2.4082324504852295
20200,2.3684022426605225
20400,2.3714752197265625
20600,2.8136379718780518
20800,2.440208911895752
21000,2.3351213932037354
21200,3.385364294052124
21400,2.334306240081787
21600,2.314440965652466
21800,3.505391836166382
22000,2.4134469032287598
22200,2.410766839981079
22400,3.0351955890655518
22600,2.453418731689453
22800,2.3960790634155273
23000,2.7091898918151855
23200,2.6352767944335938
23400,2.498934268951416
23600,2.639228582382202
23800,2.2962961196899414
24000,2.3026230335235596
24200,3.092285633087158
24400,3.4127962589263916
24600,2.4865236282348633
24800,2.383589506149292
25000,2.560422658920288
25200,2.502220630645752
25400,3.4067251682281494
25600,2.7298178672790527
25800,4.455437660217285
26000,3.8251779079437256
26200,3.434203624725342
26400,2.372487783432007
26600,3.829667806625366
26800,2.472938060760498
27000,2.5171608924865723
27200,2.784869909286499
27400,2.4792556762695312
27600,3.490323066711426
27800,2.7385201454162598
28000,2.4625356197357178
28200,2.4753575325012207
28400,2.282238721847534
28600,2.8365297317504883
28800,3.066331624984741
29000,3.0654869079589844
29200,3.054565906524658
29400,2.8422675132751465
29600,2.8261005878448486
29800,3.22745418548584
30000,3.1399261951446533
30200,2.382452964782715
30400,3.9205503463745117
30600,2.591599225997925
30800,2.6009738445281982
31000,2.5952486991882324
31200,3.1039047241210938
31400,2.562108039855957
31600,3.9451630115509033
31800,3.160851240158081
32000,2.5966391563415527
32200,2.6005055904388428
32400,3.9319064617156982
32600,4.339506149291992
32800,2.6938326358795166
33000,2.5565667152404785
33200,3.1618120670318604
33400,2.9594876766204834
33600,2.4682130813598633
33800,3.9205706119537354
34000,2.8333606719970703
34200,2.668700695037842
34400,2.8301730155944824
34600,3.8420486450195312
34800,3.863682746887207
35000,3.3447530269622803
35200,2.39128041267395
35400,2.472749948501587
35600,4.475846290588379
35800,3.1535205841064453
36000,2.564891815185547
36200,2.623903512954712
36400,2.3883609771728516
36600,3.4644899368286133
36800,3.186704158782959
37000,2.443671703338623
37200,2.2841286659240723
37400,2.873260498046875
37600,2.670973539352417
37800,2.71940279006958
38000,2.5903193950653076
38200,2.7841081619262695
38400,2.7465262413024902
38600,2.24239182472229
38800,2.9661812782287598
39000,2.7394163608551025
39200,2.389864444732666
39400,2.3316707611083984
39600,3.0836284160614014
39800,2.66955304145813
40000,2.537996292114258
40200,3.760666847229004
40400,3.8944740295410156
40600,2.423304557800293
40800,2.2902820110321045
41000,2.99733829498291
41200,2.474210739135742
41400,3.04596209526062
41600,2.8309478759765625
41800,2.4125421047210693
42000,2.3013739585876465
42200,2.5464305877685547
42400,3.6881930828094482
42600,2.5616860389709473
42800,2.6884078979492188
43000,2.678593635559082
43200,2.830108642578125
43400,3.0747132301330566
43600,3.142012596130371
43800,2.2538654804229736
44000,3.370607852935791
44200,3.1995489597320557
44400,2.4103808403015137
44600,2.2967538833618164
44800,4.663418769836426
45000,2.4146244525909424
45200,2.3641154766082764
45400,3.7411956787109375
45600,1.9627323150634766
45800,3.533287286758423
46000,2.311102867126465
46200,3.257948875427246
46400,2.245986223220825
46600,2.5971646308898926
46800,2.4628329277038574
47000,2.3365671634674072
47200,2.7019262313842773
47400,2.546900749206543
47600,2.881455659866333
47800,2.5225319862365723
24000,3.2448415756225586
24200,2.4337732791900635
24400,2.724411964416504
24600,2.43107271194458
24800,2.925060749053955
25000,2.3360376358032227
25200,2.1245899200439453
25400,2.2841672897338867
25600,2.411698341369629
25800,2.943239212036133
26000,3.279834508895874
26200,2.088488817214966
26400,2.280815601348877
26600,2.380934238433838
26800,2.390895128250122
27000,2.4532392024993896
27200,1.6275041103363037
27400,1.6641013622283936
27600,1.6908020973205566
27800,3.8752381801605225
28000,2.16534423828125
28200,1.9891971349716187
28400,2.4591434001922607
28600,1.7214250564575195
28800,2.503946304321289
29000,3.9043192863464355
29200,3.4387497901916504
29400,2.2202906608581543
29600,1.8098015785217285
29800,3.543807029724121
30000,2.5260534286499023
30200,1.4920494556427002
30400,1.7052736282348633
30600,2.7958860397338867
30800,2.8972368240356445
31000,2.3226242065429688
31200,2.4850780963897705
31400,1.9078224897384644
31600,1.5285035371780396
31800,1.6294418573379517
32000,2.5310208797454834
32200,2.73439359664917
32400,2.3303489685058594
32600,3.3302717208862305
32800,2.7250354290008545
33000,2.5665335655212402
33200,1.731575608253479
33400,2.4958951473236084
33600,2.625276565551758
33800,2.311569929122925
34000,2.0748934745788574
34200,2.1601858139038086
34400,1.9254050254821777
34600,2.611464500427246
34800,2.9768056869506836
35000,1.9009754657745361
35200,1.7069249153137207
35400,2.1653480529785156
35600,2.414161205291748
35800,2.963585615158081
36000,2.7551259994506836
36200,1.671936273574829
36400,2.765839099884033
36600,2.3942689895629883
36800,2.9850711822509766
37000,1.6181838512420654
37200,1.638657569885254
37400,1.9193016290664673
37600,4.702042579650879
37800,1.922187328338623
38000,2.170530080795288
38200,1.7661919593811035
38400,1.7490994930267334
38600,1.9633387327194214
38800,1.5489182472229004
39000,0.7932651042938232
39200,2.095618724822998
39400,1.3571056127548218
39600,3.252094268798828
39800,2.593142509460449
40000,2.013538360595703
40200,1.0337755680084229
40400,1.5051798820495605
40600,2.081568717956543
40800,2.094011068344116
41000,1.3116397857666016
41200,1.643515706062317
41400,1.9337369203567505
41600,1.0428783893585205
41800,1.3392850160598755
42000,2.324669361114502
42200,2.930971145629883
42400,2.099837303161621
42600,1.253727674484253
42800,1.2449345588684082
43000,1.6233890056610107
43200,1.3516077995300293
43400,1.2647960186004639
43600,1.461502194404602
43800,2.12770676612854
44000,1.1550995111465454
44200,1.620269775390625
44400,1.4581345319747925
44600,1.0434744358062744
44800,2.25148344039917
45000,1.1686254739761353
45200,1.461423397064209
45400,0.9279384613037109
45600,2.398423910140991
45800,1.946781039237976
46000,1.494716763496399
46200,1.3977394104003906
46400,2.2168073654174805
46600,2.030414342880249
46800,2.0294103622436523
47000,1.5766522884368896
47200,1.4828388690948486
47400,2.1345248222351074
47600,1.2306793928146362
47800,2.3624348640441895
48000,1.3376107215881348
48200,1.5533989667892456
48400,1.794784665107727
48600,2.03462553024292
48800,1.0066771507263184
49000,2.278353214263916
49200,1.3000541925430298
49400,4.257325172424316
49600,3.102536678314209
49800,2.748929023742676
50000,1.854894757270813
50200,1.377558708190918
50400,1.6085774898529053
50600,0.3516197204589844
50800,1.1835049390792847
51000,2.297316074371338
51200,1.6590163707733154
51400,1.0125459432601929
51600,1.5553568601608276
51800,2.329218864440918
52000,1.3944698572158813
52200,1.5343565940856934
52400,0.5286162495613098
52600,1.1285572052001953
52800,1.0505894422531128
53000,1.0270538330078125
53200,1.30121910572052
53400,1.2145535945892334
53600,1.4168890714645386
53800,1.164617657661438
54000,1.4052462577819824
54200,1.1417813301086426
54400,1.546330213546753
54600,0.9829638004302979
54800,0.12185096740722656
55000,1.282029628753662
55200,0.8281936049461365
55400,0.5003892183303833
55600,1.4998456239700317
55800,2.3214197158813477
56000,1.3887767791748047
56200,0.8098827600479126
56400,1.3251376152038574
56600,0.05883966013789177
56800,2.9418716430664062
57000,1.2366790771484375
57200,2.375972270965576
57400,0.675841748714447
57600,1.3275036811828613
57800,2.6543684005737305
58000,1.5386637449264526
58200,1.543657660484314
58400,1.9359430074691772
58600,0.8909538984298706
58800,2.6968865394592285
59000,0.8521299362182617
59200,1.3152179718017578
59400,2.1216440200805664
59600,1.2978923320770264
59800,3.102753162384033
60000,3.6857597827911377
60200,0.8926246762275696
60400,1.6262125968933105
60600,1.186853051185608
60800,0.45238709449768066
61000,0.7275097370147705
61200,1.276381254196167
61400,0.8375313878059387
61600,1.1431517601013184
61800,1.644773244857788
62000,1.115535020828247
62200,1.0730202198028564
62400,2.5872857570648193
62600,0.403254896402359
62800,1.1575124263763428
63000,0.5796447992324829
63200,0.8129003643989563
63400,0.5314595103263855
63600,1.6267995834350586
63800,1.0999078750610352
64000,1.0927350521087646
64200,0.44933557510375977
64400,0.7579100131988525
64600,1.853040337562561
64800,1.4337239265441895
65000,0.550726056098938
65200,2.7870121002197266
65400,0.22403484582901
65600,1.5665324926376343
65800,3.2065539360046387
66000,0.6680253744125366
66200,0.8917087912559509
66400,0.7479536533355713
66600,1.809134840965271
66800,1.2825912237167358
67000,0.1773134171962738
67200,0.9314518570899963
67400,0.9358038306236267
67600,0.58147132396698
67800,2.0457820892333984
68000,2.332972526550293
68200,0.43843409419059753
68400,0.6266013383865356
68600,1.3268615007400513
68800,1.218675971031189
69000,0.6393688917160034
69200,0.985156238079071
69400,5.108547210693359
69600,1.292656421661377
69800,0.8662259578704834
70000,0.9386990666389465
70200,1.111046552658081
70400,0.49739086627960205
70600,0.9659680128097534
70800,0.5580748319625854
71000,0.571502685546875
71200,0.038975924253463745
71400,1.1234452724456787
71600,1.5316894054412842
71800,0.544952929019928
48000,0.06745435297489166
48200,0.9150908589363098
48400,0.9182410836219788
48600,10.728450775146484
48800,0.43620485067367554
49000,0.3422764241695404
49200,0.2909618020057678
49400,1.1806145906448364
49600,0.4853346049785614
49800,1.5618765354156494
50000,1.1732571125030518
50200,0.21930088102817535
50400,0.45755666494369507
50600,1.468814492225647
50800,0.780057966709137
51000,0.5558345317840576
51200,0.8302522897720337
51400,0.14702939987182617
51600,0.4915009140968323
51800,0.6409415006637573
52000,0.8309143781661987
52200,0.24664731323719025
52400,2.015725612640381
52600,0.5873814821243286
52800,1.7506672143936157
53000,1.1579787731170654
53200,0.0972810611128807
53400,0.7598572969436646
53600,0.48362642526626587
53800,0.46918368339538574
54000,0.9786814451217651
54200,0.6790733933448792
54400,0.1918736696243286
54600,0.36921989917755127
54800,0.5601857304573059
55000,0.5553136467933655
55200,0.6210189461708069
55400,0.09807268530130386
55600,0.39804524183273315
55800,0.28461116552352905
56000,2.4156441688537598
56200,0.5599355101585388
56400,2.2585256099700928
56600,1.065657377243042
56800,0.4853081703186035
57000,0.6317266821861267
57200,0.05078448727726936
57400,0.41956284642219543
57600,0.4406922459602356
57800,0.4813458323478699
58000,0.302993506193161
58200,0.5383877754211426
58400,0.2192346304655075
58600,0.3283383548259735
58800,1.2374119758605957
59000,0.08570690453052521
59200,0.2551034986972809
59400,1.3114054203033447
59600,0.48656320571899414
59800,0.4859660565853119
60000,0.5859475135803223
60200,0.49410706758499146
60400,0.8448032140731812
60600,0.3971102833747864
60800,0.4236854314804077
61000,0.28208497166633606
61200,0.17794959247112274
61400,0.27307194471359253
61600,2.1341805458068848
61800,0.27233952283859253
62000,0.8344463109970093
62200,3.315173387527466
62400,0.46135008335113525
62600,0.48425713181495667
62800,0.5052127838134766
63000,0.1374926120042801
63200,0.8221076726913452
63400,0.19904355704784393
63600,3.0750207901000977
63800,0.3292698562145233
64000,0.5921379923820496
64200,0.09272141754627228
64400,0.27861911058425903
64600,0.2840086817741394
64800,0.08546517044305801
65000,0.43324536085128784
65200,0.24727515876293182
65400,0.12332060188055038
65600,0.07472163438796997
65800,0.8963807821273804
66000,0.5612030029296875
66200,0.6114206910133362
66400,1.0293153524398804
66600,0.1250144988298416
66800,0.3431611955165863
67000,0.4299548864364624
67200,0.11435166001319885
67400,0.10168896615505219
67600,0.6974964737892151
67800,0.6391239762306213
68000,3.6356425285339355
68200,0.18105697631835938
68400,0.04004746302962303
68600,0.1984812617301941
68800,0.13588561117649078
69000,0.7994136214256287
69200,0.1733802855014801
69400,0.10598189383745193
69600,1.1498242616653442
69800,0.3216531276702881
70000,1.8600146770477295
70200,0.11871582269668579
70400,1.3690098524093628
70600,0.412369042634964
70800,0.2763527035713196
71000,1.129368782043457
71200,2.503357172012329
71400,0.21744535863399506
71600,0.4223812520503998
71800,0.16810041666030884
72000,0.011229409836232662
72200,0.6505278944969177
72400,1.4357455968856812
72600,0.25356724858283997
72800,0.1884615570306778
73000,1.0811277627944946
73200,0.12307462096214294
73400,0.6463155746459961
73600,3.0395405292510986
73800,0.38578957319259644
74000,1.059232473373413
74200,0.017111873254179955
74400,0.37913230061531067
74600,0.01317533291876316
74800,0.1345188468694687
75000,0.7011815905570984
75200,0.5113828182220459
75400,0.07262228429317474
75600,0.6635793447494507
75800,0.7586529850959778
76000,1.0311442613601685
76200,0.5219682455062866
76400,0.01638340950012207
76600,0.26659178733825684
76800,0.23822829127311707
77000,0.3227112293243408
77200,0.08795510232448578
77400,0.14364783465862274
77600,0.8409320712089539
77800,0.6267999410629272
78000,0.06093704327940941
78200,0.053141992539167404
78400,0.11504287272691727
78600,0.12144236266613007
78800,0.007959670387208462
79000,0.2651946544647217
79200,0.263948917388916
79400,0.03351262956857681
79600,0.8770273923873901
79800,0.1823686808347702
80000,0.4791276752948761
80200,0.08222848922014236
80400,0.17507930099964142
80600,0.0024656630121171474
80800,0.4117753207683563
81000,0.30311596393585205
81200,0.27090558409690857
81400,0.40097931027412415
81600,0.032414790242910385
81800,1.7900581359863281
82000,0.6753113865852356
82200,0.4916123151779175
82400,0.18025197088718414
82600,0.16866835951805115
82800,1.6382477283477783
83000,0.01394116971641779
83200,0.05930566042661667
83400,0.7356153726577759
83600,0.22446885704994202
83800,0.8514916896820068
84000,0.13811391592025757
84200,0.06501846015453339
84400,1.224374771118164
84600,0.007986161857843399
84800,0.03091857209801674
85000,0.23166096210479736
85200,0.20145250856876373
85400,0.09973649680614471
85600,0.5975590944290161
85800,0.10440480709075928
86000,0.2039792537689209
86200,0.10900921374559402
